============================================================
PPO Training Summary
============================================================

Training Time: 20251210_141255
Total Updates: 500
Total Samples: 7500

------------------------------------------------------------
Training Progress:
------------------------------------------------------------
Update 1: Return=-142.98, Acceptance=100.00%, Samples=15
Update 461: Return=-189.98, Acceptance=100.00%, Samples=15
Update 462: Return=-402.22, Acceptance=93.33%, Samples=15
Update 463: Return=-262.84, Acceptance=100.00%, Samples=15
Update 464: Return=-366.42, Acceptance=93.33%, Samples=15
Update 465: Return=-410.02, Acceptance=100.00%, Samples=15
Update 466: Return=-246.83, Acceptance=100.00%, Samples=15
Update 467: Return=-163.70, Acceptance=100.00%, Samples=15
Update 468: Return=-478.75, Acceptance=93.33%, Samples=15
Update 469: Return=-773.32, Acceptance=80.00%, Samples=15
Update 470: Return=-250.92, Acceptance=100.00%, Samples=15
Update 471: Return=-204.71, Acceptance=100.00%, Samples=15
Update 472: Return=-745.16, Acceptance=86.67%, Samples=15
Update 473: Return=-147.08, Acceptance=100.00%, Samples=15
Update 474: Return=-254.65, Acceptance=100.00%, Samples=15
Update 475: Return=-274.98, Acceptance=100.00%, Samples=15
Update 476: Return=-230.62, Acceptance=100.00%, Samples=15
Update 477: Return=-538.56, Acceptance=93.33%, Samples=15
Update 478: Return=-177.40, Acceptance=100.00%, Samples=15
Update 479: Return=-172.50, Acceptance=100.00%, Samples=15
Update 480: Return=-211.85, Acceptance=100.00%, Samples=15
Update 481: Return=-185.78, Acceptance=100.00%, Samples=15
Update 482: Return=-356.01, Acceptance=93.33%, Samples=15
Update 483: Return=-157.85, Acceptance=100.00%, Samples=15
Update 484: Return=-559.38, Acceptance=86.67%, Samples=15
Update 485: Return=-203.63, Acceptance=100.00%, Samples=15
Update 486: Return=-202.52, Acceptance=100.00%, Samples=15
Update 487: Return=-290.90, Acceptance=100.00%, Samples=15
Update 488: Return=-317.09, Acceptance=100.00%, Samples=15
Update 489: Return=-402.38, Acceptance=93.33%, Samples=15
Update 490: Return=-557.70, Acceptance=93.33%, Samples=15
Update 491: Return=-209.90, Acceptance=100.00%, Samples=15
Update 492: Return=-286.75, Acceptance=100.00%, Samples=15
Update 493: Return=-892.73, Acceptance=80.00%, Samples=15
Update 494: Return=-292.55, Acceptance=100.00%, Samples=15
Update 495: Return=-219.41, Acceptance=100.00%, Samples=15
Update 496: Return=-406.93, Acceptance=93.33%, Samples=15
Update 497: Return=-394.62, Acceptance=93.33%, Samples=15
Update 498: Return=-273.12, Acceptance=100.00%, Samples=15
Update 499: Return=-342.35, Acceptance=93.33%, Samples=15
Update 500: Return=-196.10, Acceptance=100.00%, Samples=15

------------------------------------------------------------
Final Results:
------------------------------------------------------------
Final Average Return: -196.10
Final Acceptance Rate: 100.00%
Best Return: -110.03
Best Acceptance Rate: 100.00%
